Indicator,Code,Year,Pop
Poblacion Total,VGB,2008,26115
Poblacion Total,VIR,2008,108397
Poblacion Total,VNM,2008,85597241
Poblacion Total,VUT,2008,233952
Poblacion Total,WLD,2008,6801710019
Poblacion Total,WSM,2008,191787
Poblacion Total,XKX,2008,1747383
Poblacion Total,YEM,2008,23329004
Poblacion Total,ZAF,2008,50565812
Poblacion Total,ZMB,2008,12852966
Poblacion Total,ZWE,2008,12550347
Poblacion Total,ABW,2009,99212
Poblacion Total,AFG,2009,27385307
Poblacion Total,AGO,2009,22507674
Poblacion Total,ALB,2009,2927519
Poblacion Total,AND,2009,73852
Poblacion Total,ARB,2009,355754908
Poblacion Total,ARE,2009,7992644
Poblacion Total,ARG,2009,40684338
Poblacion Total,ARM,2009,2964296
Poblacion Total,ASM,2009,55366
Poblacion Total,ATG,2009,84534
Poblacion Total,AUS,2009,21691653
Poblacion Total,AUT,2009,8343323
Poblacion Total,AZE,2009,8947243
Poblacion Total,BDI,2009,8709366
Poblacion Total,BEL,2009,10796493
Poblacion Total,BEN,2009,9172514
Poblacion Total,BFA,2009,15650022
Poblacion Total,BGD,2009,146706810
Poblacion Total,BGR,2009,7444443
Poblacion Total,BHR,2009,1179453
Poblacion Total,BHS,2009,368057
Poblacion Total,BIH,2009,3877750
Poblacion Total,BLR,2009,9504583
Poblacion Total,BLZ,2009,314171
Poblacion Total,BMU,2009,65636
Poblacion Total,BOL,2009,10051317
Poblacion Total,BRA,2009,194517549
Poblacion Total,BRB,2009,273791
Poblacion Total,BRN,2009,390311
Poblacion Total,BTN,2009,697678
Poblacion Total,BWA,2009,2048997
Poblacion Total,CAF,2009,4564540
Poblacion Total,CAN,2009,33628895
Poblacion Total,CEB,2009,104800475
Poblacion Total,CHE,2009,7743831
Poblacion Total,CHI,2009,155721
Poblacion Total,CHL,2009,16833447
Poblacion Total,CHN,2009,1331260000
Poblacion Total,CIV,2009,20677762
Poblacion Total,CMR,2009,19319274
Poblacion Total,COD,2009,64270232
Poblacion Total,COG,2009,4257230
Poblacion Total,COL,2009,44313917
Poblacion Total,COM,2009,642493
Poblacion Total,CPV,2009,515638
Poblacion Total,CRI,2009,4563127
Poblacion Total,CSS,2009,6964240
Poblacion Total,CUB,2009,11283185
Poblacion Total,CUW,2009,146833
Poblacion Total,CYM,2009,52602
Poblacion Total,CYP,2009,1110974
Poblacion Total,CZE,2009,10443936
Poblacion Total,DEU,2009,81902307
Poblacion Total,DJI,2009,901103
Poblacion Total,DMA,2009,68787
Poblacion Total,DNK,2009,5523095
Poblacion Total,DOM,2009,9648061
Poblacion Total,DZA,2009,35196037
Poblacion Total,EAP,2009,1955042105
Poblacion Total,EAR,2009,2901516356
Poblacion Total,EAS,2009,2195169711
Poblacion Total,ECA,2009,377054106
Poblacion Total,ECS,2009,885846236
Poblacion Total,ECU,2009,14742766
Poblacion Total,EGY,2009,85501064
Poblacion Total,EMU,2009,335377620
Poblacion Total,ERI,2009,3083888
Poblacion Total,ESP,2009,46362946
Poblacion Total,EST,2009,1334515
Poblacion Total,ETH,2009,86755585
Poblacion Total,EUU,2009,440934530
Poblacion Total,FCS,2009,759511035
Poblacion Total,FIN,2009,5338871
Poblacion Total,FJI,2009,901383
Poblacion Total,FRA,2009,64710879
Poblacion Total,FRO,2009,48429
Poblacion Total,FSM,2009,107868
Poblacion Total,GAB,2009,1653542
Poblacion Total,GBR,2009,62276270
Poblacion Total,GEO,2009,3814419
Poblacion Total,GHA,2009,24950762
Poblacion Total,GIB,2009,30819
Poblacion Total,GIN,2009,10021323
Poblacion Total,GMB,2009,1878119
Poblacion Total,GNB,2009,1527196
Poblacion Total,GNQ,2009,1043686
Poblacion Total,GRC,2009,11107017
Poblacion Total,GRD,2009,113249
Poblacion Total,GRL,2009,56323
Poblacion Total,GTM,2009,14000190
Poblacion Total,GUM,2009,164580
Poblacion Total,GUY,2009,751258
Poblacion Total,HIC,2009,1173066945
Poblacion Total,HKG,2009,6972800
Poblacion Total,HND,2009,8277302
Poblacion Total,HPC,2009,613535903
Poblacion Total,HRV,2009,4305181
Poblacion Total,HTI,2009,9730638
Poblacion Total,HUN,2009,10022650
Poblacion Total,IBD,2009,4382233995
Poblacion Total,IBT,2009,5762172064
Poblacion Total,IDA,2009,1379938069
Poblacion Total,IDB,2009,461410153
Poblacion Total,IDN,2009,240981299
Poblacion Total,IDX,2009,918527916
Poblacion Total,IMN,2009,82915
Poblacion Total,IND,2009,1223640160
Poblacion Total,INX,2009,
Poblacion Total,IRL,2009,4535375
Poblacion Total,IRN,2009,74322685
Poblacion Total,IRQ,2009,30289040
Poblacion Total,ISL,2009,318499
Poblacion Total,ISR,2009,7485600
Poblacion Total,ITA,2009,59095365
Poblacion Total,JAM,2009,2722401
Poblacion Total,JOR,2009,6780493
Poblacion Total,JPN,2009,128047000
Poblacion Total,KAZ,2009,16092822
Poblacion Total,KEN,2009,40364444
Poblacion Total,KGZ,2009,5383300
Poblacion Total,KHM,2009,14155740
Poblacion Total,KIR,2009,105996
Poblacion Total,KNA,2009,47286
Poblacion Total,KOR,2009,49307835
Poblacion Total,KWT,2009,2795550
Poblacion Total,LAC,2009,523473668
Poblacion Total,LAO,2009,6229930
Poblacion Total,LBN,2009,4951135
Poblacion Total,LBR,2009,3905066
Poblacion Total,LBY,2009,6360191
Poblacion Total,LCA,2009,169688
Poblacion Total,LCN,2009,582738079
Poblacion Total,LDC,2009,823699833
Poblacion Total,LIC,2009,496609143
Poblacion Total,LIE,2009,35675
Poblacion Total,LKA,2009,20482477
Poblacion Total,LMC,2009,2638537324
Poblacion Total,LMY,2009,5684454948
Poblacion Total,LSO,2009,2009169
Poblacion Total,LTE,2009,2169857353
Poblacion Total,LTU,2009,3162916
Poblacion Total,LUX,2009,497783
Poblacion Total,LVA,2009,2141669
Poblacion Total,MAC,2009,543021
Poblacion Total,MAF,2009,36132
Poblacion Total,MAR,2009,32042877
Poblacion Total,MCO,2009,32401
Poblacion Total,MDA,2009,2865213
Poblacion Total,MDG,2009,21117092
Poblacion Total,MDV,2009,349037
Poblacion Total,MEA,2009,389332369
Poblacion Total,MEX,2009,111049428
Poblacion Total,MHL,2009,53593
Poblacion Total,MIC,2009,5187845805
Poblacion Total,MKD,2009,2050671
Poblacion Total,MLI,2009,15032635
Poblacion Total,MLT,2009,412477
Poblacion Total,MMR,2009,49015836
Poblacion Total,MNA,2009,336675037
Poblacion Total,MNE,2009,618294
Poblacion Total,MNG,2009,2666713
Poblacion Total,MNP,2009,57056
Poblacion Total,MOZ,2009,22436660
Poblacion Total,MRT,2009,3322616
Poblacion Total,MUS,2009,1247429
Poblacion Total,MWI,2009,14298932
Poblacion Total,MYS,2009,28217204
Poblacion Total,NAC,2009,340466060
Poblacion Total,NAM,2009,2067919
Poblacion Total,NCL,2009,245950
Poblacion Total,NER,2009,16037915
Poblacion Total,NGA,2009,156595758
Poblacion Total,NIC,2009,5770639
Poblacion Total,NLD,2009,16530388
Poblacion Total,NOR,2009,4828726
Poblacion Total,NPL,2009,27026941
Poblacion Total,NRU,2009,10233
Poblacion Total,NZL,2009,4302600
Poblacion Total,OED,2009,1282681964
Poblacion Total,OMN,2009,2697537
Poblacion Total,OSS,2009,26013714
Poblacion Total,PAK,2009,190123222
Poblacion Total,PAN,2009,3559343
Poblacion Total,PER,2009,29009326
Poblacion Total,PHL,2009,92946951
Poblacion Total,PLW,2009,18826
Poblacion Total,PNG,2009,7358890
Poblacion Total,POL,2009,38151603
Poblacion Total,PRE,2009,718121906
Poblacion Total,PRI,2009,3740410
Poblacion Total,PRK,2009,24581509
Poblacion Total,PRT,2009,10568247
Poblacion Total,PRY,2009,5702574
Poblacion Total,PSE,2009,3689099
Poblacion Total,PSS,2009,2276149
Poblacion Total,PST,2009,1070085408
Poblacion Total,PYF,2009,282283
Poblacion Total,QAT,2009,1610274
Poblacion Total,ROU,2009,20367487
Poblacion Total,RUS,2009,142785349
Poblacion Total,RWA,2009,10043737
Poblacion Total,SAS,2009,1636411632
Poblacion Total,SAU,2009,28483797
Poblacion Total,SDN,2009,32948155
Poblacion Total,SEN,2009,12195029
Poblacion Total,SGP,2009,4987573
Poblacion Total,SLB,2009,527833
Poblacion Total,SLE,2009,6259842
Poblacion Total,SLV,2009,6091188
Poblacion Total,SMR,2009,31059
Poblacion Total,SOM,2009,11730037
Poblacion Total,SRB,2009,7320807
Poblacion Total,SSA,2009,855798400
Poblacion Total,SSD,2009,9229227
Poblacion Total,SSF,2009,855885698
Poblacion Total,SST,2009,35254103
Poblacion Total,STP,2009,178128
Poblacion Total,SUR,2009,539987
Poblacion Total,SVK,2009,5386406
Poblacion Total,SVN,2009,2039669
Poblacion Total,SWE,2009,9298515
Poblacion Total,SWZ,2009,1094886
Poblacion Total,SXM,2009,34238
Poblacion Total,SYC,2009,87298
Poblacion Total,SYR,2009,21827220
Poblacion Total,TCA,2009,28581
Poblacion Total,TCD,2009,11496128
Poblacion Total,TEA,2009,1930470829
Poblacion Total,TEC,2009,439878377
Poblacion Total,TGO,2009,6398624
Poblacion Total,THA,2009,67813654
Poblacion Total,TJK,2009,7468596
Poblacion Total,TKM,2009,5180957
Poblacion Total,TLA,2009,566539590
Poblacion Total,TLS,2009,1065540
Poblacion Total,TMN,2009,332985938
Poblacion Total,TON,2009,107144
Poblacion Total,TSA,2009,1636411632
Poblacion Total,TSS,2009,855885698
Poblacion Total,TTO,2009,1401191
Poblacion Total,TUN,2009,10784504
Poblacion Total,TUR,2009,72225639
Poblacion Total,TUV,2009,10408
Poblacion Total,TZA,2009,43957933
Poblacion Total,UGA,2009,31412520
Poblacion Total,UKR,2009,46053331
Poblacion Total,UMC,2009,2549308481
Poblacion Total,URY,2009,3344156
Poblacion Total,USA,2009,306771529
Poblacion Total,UZB,2009,27767400
Poblacion Total,VCT,2009,109840
Poblacion Total,VEN,2009,28327892
Poblacion Total,VGB,2009,27044
Poblacion Total,VIR,2009,108404
Poblacion Total,VNM,2009,86482923
Poblacion Total,VUT,2009,239689
Poblacion Total,WLD,2009,6885849785
Poblacion Total,WSM,2009,193176
Poblacion Total,XKX,2009,1761474
Poblacion Total,YEM,2009,24029589
Poblacion Total,ZAF,2009,51170779
Poblacion Total,ZMB,2009,13318087
Poblacion Total,ZWE,2009,12679810
Poblacion Total,ABW,2010,100341
Poblacion Total,AFG,2010,28189672
Poblacion Total,AGO,2010,23364185
Poblacion Total,ALB,2010,2913021
Poblacion Total,AND,2010,71519
Poblacion Total,ARB,2010,364427661
Poblacion Total,ARE,2010,8481771
Poblacion Total,ARG,2010,40788453
Poblacion Total,ARM,2010,2946293
Poblacion Total,ASM,2010,54849
Poblacion Total,ATG,2010,85695
Poblacion Total,AUS,2010,22031750
Poblacion Total,AUT,2010,8363404
Poblacion Total,AZE,2010,9054332
Poblacion Total,BDI,2010,9126605
Poblacion Total,BEL,2010,10895586
Poblacion Total,BEN,2010,9445710
Poblacion Total,BFA,2010,16116845
Poblacion Total,BGD,2010,148391139
Poblacion Total,BGR,2010,7395599
Poblacion Total,BHR,2010,1213645
Poblacion Total,BHS,2010,373272
Poblacion Total,BIH,2010,3811088
Poblacion Total,BLR,2010,9483836
Poblacion Total,BLZ,2010,322106
Poblacion Total,BMU,2010,65124
Poblacion Total,BOL,2010,10223270
Poblacion Total,BRA,2010,196353492
Poblacion Total,BRB,2010,274711
Poblacion Total,BRN,2010,396053
Poblacion Total,BTN,2010,705516
Poblacion Total,BWA,2010,2091664
Poblacion Total,CAF,2010,4660067
Poblacion Total,CAN,2010,34004889
Poblacion Total,CEB,2010,104421447
Poblacion Total,CHE,2010,7824909
Poblacion Total,CHI,2010,156933
Poblacion Total,CHL,2010,17004162
Poblacion Total,CHN,2010,1337705000
Poblacion Total,CIV,2010,21120042
Poblacion Total,CMR,2010,19878036
Poblacion Total,COD,2010,66391257
Poblacion Total,COG,2010,4437884
Poblacion Total,COL,2010,44816108
Poblacion Total,COM,2010,656024
Poblacion Total,CPV,2010,521212
Poblacion Total,CRI,2010,4622252
Poblacion Total,CSS,2010,7004428
Poblacion Total,CUB,2010,11290417
Poblacion Total,CUW,2010,148703
Poblacion Total,CYM,2010,54074
Poblacion Total,CYP,2010,1129686
Poblacion Total,CZE,2010,10474410
Poblacion Total,DEU,2010,81776930
Poblacion Total,DJI,2010,919199
Poblacion Total,DMA,2010,68755
Poblacion Total,DNK,2010,5547683
Poblacion Total,DOM,2010,9775755
Poblacion Total,DZA,2010,35856344
Poblacion Total,EAP,2010,1969186913
Poblacion Total,EAR,2010,2946338808
Poblacion Total,EAS,2010,2210203758
Poblacion Total,ECA,2010,379132241
Poblacion Total,ECS,2010,889222824
Poblacion Total,ECU,2010,14989585
Poblacion Total,EGY,2010,87252413
Poblacion Total,EMU,2010,336171621
Poblacion Total,ERI,2010,3147727
Poblacion Total,ESP,2010,46576897
Poblacion Total,EST,2010,1331475
Poblacion Total,ETH,2010,89237791
Poblacion Total,EUU,2010,441552554
Poblacion Total,FCS,2010,778427274
Poblacion Total,FIN,2010,5363352
Poblacion Total,FJI,2010,905169
Poblacion Total,FRA,2010,65030575
Poblacion Total,FRO,2010,48410
Poblacion Total,FSM,2010,107588
Poblacion Total,GAB,2010,1711105
Poblacion Total,GBR,2010,62766365
Poblacion Total,GEO,2010,3786695
Poblacion Total,GHA,2010,25574719
Poblacion Total,GIB,2010,31262
Poblacion Total,GIN,2010,10270728
Poblacion Total,GMB,2010,1937275
Poblacion Total,GNB,2010,1567220
Poblacion Total,GNQ,2010,1094524
Poblacion Total,GRC,2010,11121341
Poblacion Total,GRD,2010,114039
Poblacion Total,GRL,2010,56905
Poblacion Total,GTM,2010,14259687
Poblacion Total,GUM,2010,164905
Poblacion Total,GUY,2010,747932
Poblacion Total,HIC,2010,1180459116
Poblacion Total,HKG,2010,7024200
Poblacion Total,HND,2010,8450933
Poblacion Total,HPC,2010,630953183
Poblacion Total,HRV,2010,4295427
Poblacion Total,HTI,2010,9842880
Poblacion Total,HUN,2010,10000023
Poblacion Total,IBD,2010,4425837971
Poblacion Total,IBT,2010,5838773450
Poblacion Total,IDA,2010,1412935479
Poblacion Total,IDB,2010,473204510
Poblacion Total,IDN,2010,244016173
Poblacion Total,IDX,2010,939730969
Poblacion Total,IMN,2010,83828
Poblacion Total,IND,2010,1240613620
Poblacion Total,INX,2010,
Poblacion Total,IRL,2010,4560155
Poblacion Total,IRN,2010,75373855
Poblacion Total,IRQ,2010,31264875
Poblacion Total,ISL,2010,318041
Poblacion Total,ISR,2010,7623600
Poblacion Total,ITA,2010,59277417
Poblacion Total,JAM,2010,2733896
Poblacion Total,JOR,2010,6931258
Poblacion Total,JPN,2010,128070000
Poblacion Total,KAZ,2010,16321872
Poblacion Total,KEN,2010,41517895
Poblacion Total,KGZ,2010,5447900
Poblacion Total,KHM,2010,14363532
Poblacion Total,KIR,2010,107995
Poblacion Total,KNA,2010,47403
Poblacion Total,KOR,2010,49554112
Poblacion Total,KWT,2010,2943356
Poblacion Total,LAC,2010,528978305
Poblacion Total,LAO,2010,6323418
Poblacion Total,LBN,2010,4995800
Poblacion Total,LBR,2010,4019956
Poblacion Total,LBY,2010,6491988
Poblacion Total,LCA,2010,170935
Poblacion Total,LCN,2010,588873862
Poblacion Total,LDC,2010,843512714
Poblacion Total,LIC,2010,510897321
Poblacion Total,LIE,2010,35926
Poblacion Total,LKA,2010,20668557
Poblacion Total,LMC,2010,2681991417
Poblacion Total,LMY,2010,5760864582
Poblacion Total,LSO,2010,2022747
Poblacion Total,LTE,2010,2182768187
Poblacion Total,LTU,2010,3097282
Poblacion Total,LUX,2010,506953
Poblacion Total,LVA,2010,2097555
Poblacion Total,MAC,2010,557297
Poblacion Total,MAF,2010,36458
Poblacion Total,MAR,2010,32464865
Poblacion Total,MCO,2010,33178
Poblacion Total,MDA,2010,2862354
Poblacion Total,MDG,2010,21731053
Poblacion Total,MDV,2010,361575
Poblacion Total,MEA,2010,397997557
Poblacion Total,MEX,2010,112532401
Poblacion Total,MHL,2010,53416
Poblacion Total,MIC,2010,5249967261
Poblacion Total,MKD,2010,2055004
Poblacion Total,MLI,2010,15529181
Poblacion Total,MLT,2010,414508
Poblacion Total,MMR,2010,49390988
Poblacion Total,MNA,2010,343313330
Poblacion Total,MNE,2010,619428
Poblacion Total,MNG,2010,2702520
Poblacion Total,MNP,2010,54087
Poblacion Total,MOZ,2010,23073723
Poblacion Total,MRT,2010,3419461
Poblacion Total,MUS,2010,1250400
Poblacion Total,MWI,2010,14718422
Poblacion Total,MYS,2010,28717731
Poblacion Total,NAC,2010,343397156
Poblacion Total,NAM,2010,2099271
Poblacion Total,NCL,2010,249750
Poblacion Total,NER,2010,16647543
Poblacion Total,NGA,2010,160952853
Poblacion Total,NIC,2010,5855734
Poblacion Total,NLD,2010,16615394
Poblacion Total,NOR,2010,4889252
Poblacion Total,NPL,2010,27161567
Poblacion Total,NRU,2010,10241
Poblacion Total,NZL,2010,4350700
Poblacion Total,OED,2010,1291001492
Poblacion Total,OMN,2010,2881914
Poblacion Total,OSS,2010,26565994
Poblacion Total,PAK,2010,194454498
Poblacion Total,PAN,2010,3623617
Poblacion Total,PER,2010,29229572
Poblacion Total,PHL,2010,94636700
Poblacion Total,PLW,2010,18540
Poblacion Total,PNG,2010,7583269
Poblacion Total,POL,2010,38042794
Poblacion Total,PRE,2010,739525992
Poblacion Total,PRI,2010,3721525
Poblacion Total,PRK,2010,24686435
Poblacion Total,PRT,2010,10573100
Poblacion Total,PRY,2010,5768613
Poblacion Total,PSE,2010,3786161
Poblacion Total,PSS,2010,2301401
Poblacion Total,PST,2010,1075046427
Poblacion Total,PYF,2010,283788
Poblacion Total,QAT,2010,1713504
Poblacion Total,ROU,2010,20246871
Poblacion Total,RUS,2010,142849468
Poblacion Total,RWA,2010,10309031
Poblacion Total,SAS,2010,1660546144
Poblacion Total,SAU,2010,29411929
Poblacion Total,SDN,2010,33739933
Poblacion Total,SEN,2010,12530121
Poblacion Total,SGP,2010,5076732
Poblacion Total,SLB,2010,540394
Poblacion Total,SLE,2010,6436698
Poblacion Total,SLV,2010,6114034
Poblacion Total,SMR,2010,31608
Poblacion Total,SOM,2010,12026649
Poblacion Total,SRB,2010,7291436
Poblacion Total,SSA,2010,879707649
Poblacion Total,SSD,2010,9714419
Poblacion Total,SSF,2010,879797419
Poblacion Total,SST,2010,35871823
Poblacion Total,STP,2010,182138
Poblacion Total,SUR,2010,546080
Poblacion Total,SVK,2010,5391428
Poblacion Total,SVN,2010,2048583
Poblacion Total,SWE,2010,9378126
Poblacion Total,SWZ,2010,1099920
Poblacion Total,SXM,2010,34056
Poblacion Total,SYC,2010,89770
Poblacion Total,SYR,2010,22337563
Poblacion Total,TCA,2010,29726
Poblacion Total,TCD,2010,11894727
Poblacion Total,TEA,2010,1944510719
Poblacion Total,TEC,2010,441717333
Poblacion Total,TGO,2010,6571855
Poblacion Total,THA,2010,68270489
Poblacion Total,TJK,2010,7621779
Poblacion Total,TKM,2010,5267970
Poblacion Total,TLA,2010,572674666
Poblacion Total,TLS,2010,1088486
Poblacion Total,TMN,2010,339527169
Poblacion Total,TON,2010,107383
Poblacion Total,TSA,2010,1660546144
Poblacion Total,TSS,2010,879797419
Poblacion Total,TTO,2010,1410296
Poblacion Total,TUN,2010,10895063
Poblacion Total,TUR,2010,73195345
Poblacion Total,TUV,2010,10550
Poblacion Total,TZA,2010,45110527
Poblacion Total,UGA,2010,32341728
Poblacion Total,UKR,2010,45870741
Poblacion Total,UMC,2010,2567975844
Poblacion Total,URY,2010,3352651
Poblacion Total,USA,2010,309327143
Poblacion Total,UZB,2010,28562400
Poblacion Total,VCT,2010,109308
Poblacion Total,VEN,2010,28715022
Poblacion Total,VGB,2010,27556
Poblacion Total,VIR,2010,108357
Poblacion Total,VNM,2010,87411012
Poblacion Total,VUT,2010,245453
Poblacion Total,WLD,2010,6970038720
Poblacion Total,WSM,2010,194672
Poblacion Total,XKX,2010,1775680
Poblacion Total,YEM,2010,24743946
Poblacion Total,ZAF,2010,51784921
Poblacion Total,ZMB,2010,13792086
Poblacion Total,ZWE,2010,12839771
Poblacion Total,ABW,2011,101288
Poblacion Total,AFG,2011,29249157
Poblacion Total,AGO,2011,24259111
Poblacion Total,ALB,2011,2905195
Poblacion Total,AND,2011,70567
Poblacion Total,ARB,2011,372351065
Poblacion Total,ARE,2011,8575205
Poblacion Total,ARG,2011,41261490
Poblacion Total,ARM,2011,2928976
Poblacion Total,ASM,2011,54310
Poblacion Total,ATG,2011,86729
Poblacion Total,AUS,2011,22340024
Poblacion Total,AUT,2011,8391643
Poblacion Total,AZE,2011,9173082
Poblacion Total,BDI,2011,9455733
Poblacion Total,BEL,2011,11038264
Poblacion Total,BEN,2011,9726380
Poblacion Total,BFA,2011,16602651
Poblacion Total,BGD,2011,150211005
Poblacion Total,BGR,2011,7348328
Poblacion Total,BHR,2011,1212077
Poblacion Total,BHS,2011,377950
Poblacion Total,BIH,2011,3743142
Poblacion Total,BLR,2011,9461643
Poblacion Total,BLZ,2011,329538
Poblacion Total,BMU,2011,64564
